Village/Locality name,Officename ( BO/SO/HO),Pincode,Sub-distname,Districtname,StateName,dis from A
Porunthavakkam,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Dasarikuppam,Hanumanthapuram B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Edarkundram,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Karumbakkam,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Kottamedu,Kottamedu B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Madayathur,Madayathur B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Pooluppai,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Sirukundram RF,Sirunkundram B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Sirunkundram,Sirunkundram B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Sembakkam,Sembakkam S.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Aminjikarai,Veerapuram B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Kurumughi,Thathalur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Navalur RF,Edaiyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Oragadam RF,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Veerapuram,Veerapuram B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Chinnavippedu,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Kalanipakkam,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Theppanamapattu,Irumbulichery B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Edaiyur,Edaiyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Erumbilicheri,Irumbulichery B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Periyavippedu,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Pulikundram,Puliyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Thathalur,Thathalur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Thirunilai,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Tirukalukundram,Tirukalikundram Bazaar S.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Tirukkalukunram forest,Tirukalikundram S.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Amaipakkam,Mullikolathur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Echankaranai,Ammanambakkam B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Egai,Puliyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Kilapakkam,Pandur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Mudaiyur,Thathalur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Oragadam,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Pandur,Pandur B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Ammanambakkam,Ammanambakkam B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Edayathur,Irumbulichery B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Pandur,Pandur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Pattikadu,Puliyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Periayakattupakkam,Veerapuram B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Perumbedu,Pandur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Acharavakkam,Puliyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Attavattam,Irumbulichery B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Karmarapakkam,Veerapuram B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Kattakhazhani,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Keerapakkam,Desumugipettai B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Mullakolathur,Mullikolathur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Otteri,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Puliyur,Puliyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Soorakuppam,Ammanambakkam B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Tirukalukundram,Tirukalikundram S.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Vilagam,Pandur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Irumbuli,Tirukalikundram S.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Kothimangalam,Tirukalikundram S.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Melkanagampattu,Oragadam B.O,603109,Chengalpattu,KANCHIPURAM,TAMIL NADU,42.55180793556356
Nallur,Mullikolathur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Narapakkam,Edaiyur B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Amanambakkam RF,Ammanambakkam B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Egai,Ammanambakkam B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
Melapattu,Oragadam B.O,603109,Tirukalukundram,KANCHIPURAM,TAMIL NADU,42.55180793556356
karungulipallam,Alathur Industrial Estate B.O,603110,Tirukalukundram,KANCHIPURAM,TAMIL NADU,19.252196790454143
Tiruporur,Tiruporur S.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Alathur,Tiruporur S.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Illalur RF,Illalur B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Karunguzhipallam,Tiruporur S.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Thandalam,Tiruporur S.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
VENGANERI,Alathur Industrial Estate B.O,603110,Tirukalukundram,KANCHIPURAM,TAMIL NADU,19.252196790454143
Kattur,Venbedu B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Kayar RF,Kayar B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
ALATHUR INDUSTRIAL ESTATE,Alathur Industrial Estate B.O,603110,Tirukalukundram,KANCHIPURAM,TAMIL NADU,19.252196790454143
Illalur,Illalur B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Kayar,Kayar B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Vembedu,Venbedu B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Vengaleri,Tiruporur S.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Alathur RF,Tiruporur S.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Sengadu,Illalur B.O,603110,Chengalpattu,KANCHIPURAM,TAMIL NADU,19.252196790454143
Vembakkam,Venpakkam S.O,603111,Chengalpattu,KANCHIPURAM,TAMIL NADU,37.30632600246569
Ozhalur,Ozhalur B.O,603111,Chengalpattu,KANCHIPURAM,TAMIL NADU,37.30632600246569
Pzhamathur,Pazhamathur B.O,603111,Maduranthakam,KANCHIPURAM,TAMIL NADU,37.30632600246569
Maiyur,Meyyur B.O,603111,Maduranthakam,KANCHIPURAM,TAMIL NADU,37.30632600246569
Mamandur,Mamandur B.O,603111,Maduranthakam,KANCHIPURAM,TAMIL NADU,37.30632600246569
Pilappur,Meyyur B.O,603111,Maduranthakam,KANCHIPURAM,TAMIL NADU,37.30632600246569
Sampathinallur,Meyyur B.O,603111,Maduranthakam,KANCHIPURAM,TAMIL NADU,37.30632600246569
Kammalampattu,Venpakkam S.O,603111,Chengalpattu,KANCHIPURAM,TAMIL NADU,37.30632600246569
Arambakkam,Manapakkam B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Athiyur,Meyyur B.O,603111,Maduranthakam,KANCHIPURAM,TAMIL NADU,37.30632600246569
Janakipuram,Tirumani B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Manapakkam,Manapakkam B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Pazhaveli,Venpakkam S.O,603111,Chengalpattu,KANCHIPURAM,TAMIL NADU,37.30632600246569
Pudupakkam,Ozhalur B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Thirumani RF,Tirumani B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Udayambakkam,Manapakkam B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Thirumani,Tirumani B.O,603111,Tirukalukundram,KANCHIPURAM,TAMIL NADU,37.30632600246569
Semencheri,Kovalam S.O (Kanchipuram),603112,Chengalpattu,KANCHIPURAM,TAMIL NADU,11.697357660986418
Thiruvidanthai,Thiruvidanthai B.O,603112,Chengalpattu,KANCHIPURAM,TAMIL NADU,11.697357660986418
Semmanjeri,Kovalam S.O (Kanchipuram),603112,Tambaram,KANCHIPURAM,TAMIL NADU,11.697357660986418
Kovalam,Kovalam S.O (Kanchipuram),603112,Chengalpattu,KANCHIPURAM,TAMIL NADU,11.697357660986418
Kannathur Reddy Kuppam,Muttukadu B.O,603112,Chengalpattu,KANCHIPURAM,TAMIL NADU,11.697357660986418
Muthukadu,Muttukadu B.O,603112,Chengalpattu,KANCHIPURAM,TAMIL NADU,11.697357660986418
Sadurangapattinam,Anupuram S.O,603127,Tirukalukundram,KANCHIPURAM,TAMIL NADU,46.39290575926453
Madhur,Madhur B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Velamur,Ramapuram B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Vinnampoondi,Elapakkam S.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Mogalvadi,Kattukaranai B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Thimmapuram,Madhur B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Elappakkam,Elapakkam S.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Baburayanpettai,Elapakkam S.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Kottakayapakkam,Kattukaranai B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Vilangadu,Madhur B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Allanur,Elapakkam S.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Keezhamur,Padiri B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Padiri,Padiri B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Pinnampoondi,Elapakkam S.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Porpanankaranai,Elapakkam S.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Kattukkaranai,Kattukaranai B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Ramapuram,Ramapuram B.O,603201,Maduranthakam,KANCHIPURAM,TAMIL NADU,52.106047610173604
Adhanur,Madambakkam B.O,603202,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.440673530443934
Guduvanchery,Guduvanchery S.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Neelamangalam,Madambakkam B.O,603202,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.440673530443934
Karanaipuducheri,Karanaipuduchery B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Korukkanthangal,Madambakkam B.O,603202,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.440673530443934
Othivakkam,Kannivakkam B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kannivakkam,Kannivakkam B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kumuzhi R.F,Kannivakkam B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kattur,Karanaipuduchery B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kayarambedu,Kayarambedu; B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Madambakkam,Madambakkam B.O,603202,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.440673530443934
Perumathunallur,Kayarambedu; B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kumizhi,Kannivakkam B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Pondur,Kannivakkam B.O,603202,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.440673530443934
Arungal,Karanaipuduchery B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Hasthinapuram,Kannivakkam B.O,603202,Chengalpattu,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kadambur,Kayarambedu; B.O,603202,Maduranthakam,KANCHIPURAM,TAMIL NADU,20.440673530443934
Kuthanur,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Erivakkam,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Kattupakkam,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Siruvanjur,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Siruvanjur(RF),Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Kavanur (RF),Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Kattankolathur R.F,Kattankolathur S.O,603203,Chengalpattu,KANCHIPURAM,TAMIL NADU,76.31599381555303
Keelakalani,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Nennakarai,Ninnakarai B.O,603203,Chengalpattu,KANCHIPURAM,TAMIL NADU,76.31599381555303
Orathur,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Kavanur,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Vadamelpakkam,Kavanur B.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Kattankolathur (RF),Kattankolathur S.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Korukkanthangal,Kattankolathur S.O,603203,Sriperumbudur,KANCHIPURAM,TAMIL NADU,76.31599381555303
Anjur,Anjur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Chettipunyam,Chettipunniam B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Ezhichur,Elutchur B.O,603204,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.3198062364286
Kondamangalam,Anjur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Kondamangalam,Karunilam B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Poondi,Elutchur B.O,603204,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.3198062364286
Sasthirambakkam,Venkatapuram B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Senthamangalam,Appur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Tirukatchur,Tirukatchur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Dasarikunnathur,Appur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Kolathur RF,Venkatapuram B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Vadakkupattu,Vadakkupattu B.O,603204,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.3198062364286
Valayakaranai,Appur B.O,603204,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.3198062364286
Panaiyyur,Elutchur B.O,603204,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.3198062364286
Perumalthangal,Appur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Sengundram,Melrosapuram B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Vadakkupattu (RF),Vadakkupattu B.O,603204,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.3198062364286
Venkatapuram,Venkatapuram B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Anjur R.F,Anjur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Appur,Appur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Guruvanmedu,Vadakkupattu B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Melrosapuram,Melrosapuram B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Gudalore R.F,Karunilam B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Kachadimangalam,Anjur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Karambur,Karunilam B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Nallamur Keelakaranai,Melrosapuram B.O,603204,Maduranthakam,KANCHIPURAM,TAMIL NADU,39.3198062364286
Singapereumal Kovil,Singaperumalkoil S.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Appur R.F,Appur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Kolathur,Venkatapuram B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Thenmelpakkam,Anjur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Thirutheri R.F,Singaperumalkoil S.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Karunilam,Karunilam B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Thalimangalam,Appur B.O,603204,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.3198062364286
Maraimalai Nagar,Maraimalai Nagar S.O,603209,Chengalpattu,KANCHIPURAM,TAMIL NADU,54.86082202339621
Panangottur,Panangottur B.O,603209,Chengalpattu,KANCHIPURAM,TAMIL NADU,54.86082202339621
Urapakkam,Urapakkam S.O,603210,Chengalpattu,KANCHIPURAM,TAMIL NADU,54.86082202339621
Guduvanchery,Annai Anjugam Nagar S.O,603211,Chengalpattu,KANCHIPURAM,TAMIL NADU,54.86082202339621
Mannivakkam,Annai Anjugam Nagar S.O,603211,Chengalpattu,KANCHIPURAM,TAMIL NADU,54.86082202339621
Attupattukottaipunji,Indalur B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Indalur,Indalur B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Puthur,Parukkal B.O,603301,Chengalpattu,KANCHIPURAM,TAMIL NADU,67.05306069812971
Kattugudalur,Kattugudalur B.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Seethapuram,Seethapuram B.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Thandalam,Parukkal B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Ammanambakkam,Acharapakkam S.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Kayapakkam,Kayapakkam B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Ravathanallur,Acharapakkam S.O,603301,Uthiramerur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Acharapakkam,Acharapakkam S.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Nemam,Kattugudalur B.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Poongunam,Kayapakkam B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Athivakkam,Acharapakkam S.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Irumbili,Irumbuli B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Pallipettai,Acharapakkam S.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Parukkal,Parukkal B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Thirumukkadu,Seethapuram B.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Alapakkam,Acharapakkam S.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Uthamanallur,Seethapuram B.O,603301,Maduranthakam,KANCHIPURAM,TAMIL NADU,67.05306069812971
Vettamperumbakkam,Parukkal B.O,603301,Cheyyur,KANCHIPURAM,TAMIL NADU,67.05306069812971
Erumbedu,Irumbedu B.O,603302,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.37421435636769
Thirupurakoil,Chengattur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Perumbakkam,Perumbakkam B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Pakkavancheri,Chengattur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Palaiyur,Palaiyur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Z.Budur,Zamin Budur B.O,603302,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.37421435636769
Chitharkadu,Palaiyur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Kokkaranthangal,Palaiyur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Nainarkuppam,Nainarkuppam B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Nemanadam,Chengattur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Pakkur,Cheyur S.O (Kanchipuram),603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Panaiyur,Panaiyur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Vilangadu,Palaiyur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Cheyyur,Cheyur S.O (Kanchipuram),603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Madayambakkam,Perumbakkam B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Maruderi,Chengattur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Sengattur,Chengattur B.O,603302,Cheyyur,KANCHIPURAM,TAMIL NADU,46.37421435636769
Nallur,Irumbedu B.O,603302,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.37421435636769
Sathamai,Malapalayam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Andavakkam,Vedavakkam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Eruvakkam,Keelavalam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Irusumanallur,Kinar B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Kinar,Kinar B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Malapalayam,Malapalayam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Murukkancheri,Kinar Kandigai Pudur B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Pillanthikuppam,Pudupattu B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Arayapakkam,Keelavalam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Janakipuram (Sanur),Janakipuram B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Kathiricheri,Kathirichery B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Kinar,Kinar Kandigai Pudur B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Malayalipettai,Malayalipettai B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Valarbirai,Kinar Kandigai Pudur B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Janakipuram,Janakipuram B.O,603303,Tirukalukundram,KANCHIPURAM,TAMIL NADU,57.43649997992605
Mulli,Kinar Kandigai Pudur B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Pasumbur,Pudupattu B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Pudupattu,Pudupattu B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Kunnavakkam,Pudupattu B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Melavalam,Melavalam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Thandalam,Janakipuram B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Chithalamangalam,Vedavakkam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Karunkuzi,Karunguli S.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Keelavalam,Keelavalam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Thottanaval,Kathirichery B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Uludamangalam,Kathirichery B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
Vedavakkam,Vedavakkam B.O,603303,Maduranthakam,KANCHIPURAM,TAMIL NADU,57.43649997992605
